"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @rameshlaus: #JeM terrorist training camp which was destroyed in Thickly forest/hill top, away from Civilian population in #Balakot..

#…",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301617125978112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","r_ursr",62,TRUE,FALSE,NA,NA
"2","RT @ANI: Vijay Gokhale: In an intelligence lead operation in the early hours today, India struck the biggest training camp of Jaish-e-Moham…",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301616702341120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","leox9x",1871,TRUE,FALSE,NA,NA
"3","RT @GernailSaheb: Battle hardened fauj shall take revenge of Balakot - no not by sending its army or air force - but by sending a kashmiri…",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301616089985024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simarr14",11,TRUE,FALSE,NA,NA
"4","Pakistan calls bombing raid a 'grave aggression', and has promised to retaliate to any Indian 'adventurism'
https://t.co/Cn5MRtowws",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301615678935041",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThomasAResists",0,FALSE,FALSE,NA,NA
"5","RT @SaimaMohsin: #India claims to have targeted a Jaish camp in #Pakistan with military strikes by #IndianAirForce 

Some sane questions fo…",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301615146381312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taurusam1",4,TRUE,FALSE,NA,NA
"6","RT @KanchanGupta: Because neither Jaish nor its sugar daddy #Pakistan believed it's #NewIndia? Because of limp response to 26/11 they could…",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301614672478208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","meinengineer",12,TRUE,FALSE,NA,NA
"7","RT @ArcaneReport: At 3.30 hours on 26th February, a group of 12 Mirage 2000 Indian Air Force Fighter jets struck JeM Terror camps across th…",FALSE,0,NA,2019-02-26 07:48:42,FALSE,NA,"1100301613808332800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","impdigar",55,TRUE,FALSE,NA,NA
"8","RT @SaimaMohsin: #India claims to have targeted a Jaish camp in #Pakistan with military strikes by #IndianAirForce 

Some sane questions fo…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301613107949568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Khadimhussain4",4,TRUE,FALSE,NA,NA
"9","RT @BDUTT: Narendra Modi has drawn a brand new red line.. Govt officials confirm that #JaisheMohammad camp hit in #Balakot was inside KPK i…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301612680065024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","himanshu241857",396,TRUE,FALSE,NA,NA
"10","#IndiaStrikesBack This facility at Balakot was headed by MAULANA YOUSUF AZHAR (alias USTAD GHOURI), the brother-in-… https://t.co/Y43LczD1fS",FALSE,1,NA,2019-02-26 07:48:41,TRUE,NA,"1100301612483072002",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","pGurus1",1,FALSE,FALSE,NA,NA
"11","RT @KazmiWajahat: Meanwhile the Indian Defence Ministry has no information about breaching of Pakistan air space by the coward #IndianAirFo…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301612457910272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Faizan_virgo",211,TRUE,FALSE,NA,NA
"12","RT @TalatHussain12: Reports suggest Indian intruders used the narrow corridor of the Neelam Valley, crossed Athmuqam, dropped payload in or…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301612235583489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Masood79484076",355,TRUE,FALSE,NA,NA
"13","RT @Shujaatefied: India has successfully eliminated 15 trees that were involved in providing oxygen to the guy who bombed Indian forces in…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301611820376065",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iHamidRaza",115,TRUE,FALSE,NA,NA
"14","RT @Mohtermalaila: India Dropped 1000KG  Tomatoes  on Mountain during so called #Surgicalstrike2 in Balakot. 10 trees have been martyred .<U+0001F602>…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301611468054528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mannantarar3",15,TRUE,FALSE,NA,NA
"15","RT @PIB_India: #India struck biggest training camp of Jaish-e-Mohammad in Balakot; a very large number of terrorists, trainers, senior comm…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301611434356736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vjvaradhan",538,TRUE,FALSE,NA,NA
"16","@NadeemfParacha Let’s for a moment agree in theory that there was no damage, but the fact that our jets came all th… https://t.co/1kBF7TaBPn",FALSE,0,"NadeemfParacha",2019-02-26 07:48:41,TRUE,"1100295910632947712","1100301610780184578","57261575","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jontyr007",0,FALSE,FALSE,NA,NA
"17","RT @MahaBharat2019: #Surgicalstrike2

Pakistanis don't have water to clean their ass holes. Listen to this Pakistani Grand mother about sca…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301610192752640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swimmer_singh",12,TRUE,FALSE,NA,NA
"18","RT @MajorPoonia: #IndianAirForce attacked on a major terrorist camp #Balakot INSIDE Pakistan and completely destroyed it,Yes Inside Pakista…",FALSE,0,NA,2019-02-26 07:48:41,FALSE,NA,"1100301609689468929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RahulSh73931657",4027,TRUE,FALSE,NA,NA
"19","RT @maya206: The #JeM terrorist who ran the training camp in #Balakot was one of the hijackers of IC814 in Dec 1999, that ended with Masood…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301609551032320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atharrbashirr",66,TRUE,FALSE,NA,NA
"20","RT @airnewsalerts: People praised India's action against #JeM terror camps in #Balakot. #Surgicalstrike2

#AIRVideos: Sushil Chandra Tiwari…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301608762585088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puro27",64,TRUE,FALSE,NA,NA
"21","RT @AdityaRajKaul: Total 21mins air strike timeline break up in Pakistan and PoK:

Balakot
24 KM NW of Muzaffarabad : 3:45-3:53 am

Hit loc…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301608376721408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mallubang77",1485,TRUE,FALSE,NA,NA
"22","RT @drshamamohd: The IAF has shown incredible bravery in giving the strongest response to Pakistan by targetting terror camps.

I salute th…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301608158515200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IYC_Karimnagar",67,TRUE,FALSE,NA,NA
"23","RT @dhume: What we know: 1. The Pakistan army regularly lies through its teeth. (Remember Abbottabad.) 2. Much of the Indian media exaggera…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301607953063937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nandtara",563,TRUE,FALSE,NA,NA
"24","RT @SirJadeja: Last time Pakistan said Surgical Strike didn't happen at all. This time they are admitting the fighter jets entered Pakistan…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301607881895937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aslovelywish_",1224,TRUE,FALSE,NA,NA
"25","RT @narendramodi177: See the smiling faces. Cabinet Committee on Security CCS meeting on at PM’s residence. #Surgicalstrike2 #IndiaStrikesB…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301607621791744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sumitsi86182086",502,TRUE,FALSE,NA,NA
"26","RT @Entice_Through: #Surgicalstrike2
How Pakistan presents it self 

But the reality https://t.co/nZXTFiq7oh

#Balakot

#PakistanAirForce",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301607160430593",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nishtha6202",22,TRUE,FALSE,NA,NA
"27","RT @RVCJ_FB: New Avatar!
#Surgicalstrike2 #IndianAirForce #IndiaStrikesBack #Balakot #airstrike https://t.co/dW45iXtC5z",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301606908841985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karthik220",226,TRUE,FALSE,NA,NA
"28","RT @MihirkJha: Must read thread by @Iyervval on #Balakot  and #Surgicalstrike2 by IAF
https://t.co/in77yDbaj8",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301606610821120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","raggedtag",1,TRUE,FALSE,NA,NA
"29","RT @rammadhavbjp: <U+0001F601><U+0001F601><U+0001F601> By d way no doubts about which Balakot it was; it is d one in Manshera dist of Khyber Pakhtunkhwa https://t.co/m1tWfC…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301606086598656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhupendraShakt5",478,TRUE,FALSE,NA,NA
"30","RT @Babu_Bhaiyaa: So after making #IndianAirForce drop 1000kg Bombs on Pakistan in early morning.. PM Modi now attending Gandhi Peace Prize…",FALSE,0,NA,2019-02-26 07:48:40,FALSE,NA,"1100301605516132352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ArnabParadox",1140,TRUE,FALSE,NA,NA
"31","RT @porinju: India destroys major terror camp in #Balakot 60km deep inside the terrorist country -  lovin it! https://t.co/yMHgMw8OKj",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301605084135425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shankar2483",584,TRUE,FALSE,NA,NA
"32","PAK Minister Crying in parliament : 

“How #OIC invited India as #GuestOfHonour without asking Pakistan ?”… https://t.co/EyKyzrcu8A",FALSE,0,NA,2019-02-26 07:48:39,TRUE,NA,"1100301604782305285",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunny0_",0,FALSE,FALSE,NA,NA
"33","RT @Independent: India says airstrike in Pakistan has killed 'a very large number of terrorists and senior commanders' https://t.co/nnGZL0J…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301604673052673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cadburyfairy",26,TRUE,FALSE,NA,NA
"34","RT @jahan_virk: 1000 kg and no one died on the other hand 300kg and 45 dogs died...<U+0001F606><U+0001F606><U+0001F606> I think there's something wrong in their Material .…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301604627075073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sammia___khan",368,TRUE,FALSE,NA,NA
"35","RT @SandeepUnnithan: Pulled out my old <U+2066>@NatGeo<U+2069> map. #Balakot #KPK province. (map is 2001 vintage, KPK created in ‘10) #airstrike <U+2066>@IAF_MC…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301604471873536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jan14anurag",12,TRUE,FALSE,NA,NA
"36","RT @Babu_Bhaiyaa: So after making #IndianAirForce drop 1000kg Bombs on Pakistan in early morning.. PM Modi now attending Gandhi Peace Prize…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301604232654848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sk_pandit",1140,TRUE,FALSE,NA,NA
"37","RT @postcard_news: After the strike of Indian fighter jets, Pakistan tried to retaliate but fearing the size of Indian formation, they ran…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301603687596033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sibu_57957",35,TRUE,FALSE,NA,NA
"38","RT @TrueIndology: There is no Balakot in POK

There is #Balakot in KPK which is 100 KM well inside Pak territory

There is #Balakote in Poo…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301603662385155",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birju143143",301,TRUE,FALSE,NA,NA
"39","Didn't know Indian Air Force was this DUMB to share a 2 years old video of Pakistan Air Force claiming they killed… https://t.co/FhRWKxp6MQ",FALSE,0,NA,2019-02-26 07:48:39,TRUE,NA,"1100301603444281344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahiraSheikhh",0,FALSE,FALSE,NA,NA
"40","RT @SirJadeja: Pakistan's stupid claim that #IndianAirForce fighter jets entered &amp; dropped payload but there's no casualty reminds me of th…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301602760605697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mahadik_kailash",2305,TRUE,FALSE,NA,NA
"41","RT @PTIkallarSyedan: Indian aircrafts intruded from Muzaffarabad sector. Facing timely and effective response from Pakistan Air Force, rele…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301601674326016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PTIOfficialRWP",1,TRUE,FALSE,NA,NA
"42","RT @TawabGhorzang1: Many thanks to @IAF_MCC for hitting terror outfits in Balakot of Mansehra, PAK. The area has been known to have the so-…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301601535901696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maitreysalvi",1458,TRUE,FALSE,NA,NA
"43","RT @DrGPradhan: Guys i told you to start preparing for a SEQUEL of URI

The Sequel's name is ""#Balakot"", The air surgical Strike https://t.…",FALSE,0,NA,2019-02-26 07:48:39,FALSE,NA,"1100301601510612992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hastigardens",95,TRUE,FALSE,NA,NA
"44","RT @MakrandParanspe: ""Which Balakot?""--how come all birds of the same feather, including @OmarAbdullah &amp; @sagarikaghose, are asking this sa…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301600881627136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vishal98865",1239,TRUE,FALSE,NA,NA
"45","RT @AdityaRajKaul: Jaish-e-Muhammad’s first training camp was set up at Balakot in the North West Frontier Province of Pakistan in 2001 by…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301600482971648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RAJPUTANAATUL",372,TRUE,FALSE,NA,NA
"46","RT @Babu_Bhaiyaa: So after making #IndianAirForce drop 1000kg Bombs on Pakistan in early morning.. PM Modi now attending Gandhi Peace Prize…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301599895891968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PuravaPakash",1140,TRUE,FALSE,NA,NA
"47","RT @MakrandParanspe: ""Which Balakot?""--how come all birds of the same feather, including @OmarAbdullah &amp; @sagarikaghose, are asking this sa…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301599476514816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","girish_joshig",1239,TRUE,FALSE,NA,NA
"48","After #IndianAirForce attacked on #Balakot's trees <U+0001F602><U+0001F602><U+0001F602><U+0001F602>
#modiji like: https://t.co/O8DuzXY3NH",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301598956417024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I_m_Scorpio",0,FALSE,FALSE,NA,NA
"49","RT @bhAratenduH: #Balakot is where the Sufi Syed Ahmad “Barelvi”, the founder-reformer of the modern Islam in India, was quickly converted…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301598054666240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bikash89660517",557,TRUE,FALSE,NA,NA
"50","RT @SaimaMohsin: #India claims to have targeted a Jaish camp in #Pakistan with military strikes by #IndianAirForce 

Some sane questions fo…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301597593296897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChandHmzaGuraha",4,TRUE,FALSE,NA,NA
"51","RT @KanchanGupta: Because neither Jaish nor its sugar daddy #Pakistan believed it's #NewIndia? Because of limp response to 26/11 they could…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301597454753793",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NEERAJTANWER",12,TRUE,FALSE,NA,NA
"52","RT @brmandaliya: congratulations to indian airForce for #Surgicalstrike2 
i salute @IAF_MCC <U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3>
#howsthejosh
#airstrike 
#Balakot https:…",FALSE,0,NA,2019-02-26 07:48:38,FALSE,NA,"1100301597450661888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bh25339932",1,TRUE,FALSE,NA,NA
"53","RT @ANI: Lt Gen DS Hooda (Retired), the Northern Army Commander during the 'Surgical Strike' in 2016: My compliment goes to the government…",FALSE,0,NA,2019-02-26 07:48:37,FALSE,NA,"1100301597006053376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mallya_bhakt",620,TRUE,FALSE,NA,NA
"54","RT @ARYNEWSOFFICIAL: Prime Minister Imran Khan is chairing an important meeting following the India’s violation of the Line of Control 
#AR…",FALSE,0,NA,2019-02-26 07:48:37,FALSE,NA,"1100301595986792449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iAmBasitSindhi",28,TRUE,FALSE,NA,NA
"55","RT @ANI: NSA Ajit Doval along with Indian Army Chief Bipin Rawat and IAF Chief BS Dhanoa is reviewing the security situation on the borders…",FALSE,0,NA,2019-02-26 07:48:37,FALSE,NA,"1100301595793797120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bjp_ronak",398,TRUE,FALSE,NA,NA
"56","Denying that #Surgicalstrike2 ever happened works well for Pakistan. Convincing their people and the world that no… https://t.co/sbzEE9wHza",FALSE,0,NA,2019-02-26 07:48:37,TRUE,NA,"1100301595089211393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imroz_suhail",0,FALSE,FALSE,NA,NA
"57","RT @KanchanGupta: Because neither Jaish nor its sugar daddy #Pakistan believed it's #NewIndia? Because of limp response to 26/11 they could…",FALSE,0,NA,2019-02-26 07:48:37,FALSE,NA,"1100301594770526209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","invisibleVit",12,TRUE,FALSE,NA,NA
"58","RT @Babu_Bhaiyaa: So after making #IndianAirForce drop 1000kg Bombs on Pakistan in early morning.. PM Modi now attending Gandhi Peace Prize…",FALSE,0,NA,2019-02-26 07:48:37,FALSE,NA,"1100301594237812736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IAmSubhajitBose",1140,TRUE,FALSE,NA,NA
"59","RT @ippatel: IAF dropped payload in #Balakot, crossed across LOC, &amp; then across the entirety of POK, and then into Khyber Pakhtunkhwa. Soon…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301592765575168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","im_rajtheking",767,TRUE,FALSE,NA,NA
"60","RT @SirJadeja: Because first you have to catch someone to 'let them go'. <U+0001F637><U+0001F62C><U+0001F602> #SurgicalStrike2 #Balakot https://t.co/xidjZQcYeP",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301592736210944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GhaisasRohit",367,TRUE,FALSE,NA,NA
"61","RT @rameshlaus: #SurgicalStrike2 lasted for 21 minutes..

#Balakot Attack - Between 3:45 AM to 3:53 AM..

#Muzaffarabad Attack - Between 3:…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301592547323904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imthalapathifan",1460,TRUE,FALSE,NA,NA
"62","RT @ZubairSabirPTI: This is how Indians plane being chased by #PakistanAirforce around #LOC.
Well done #PAF for defending our Land.

#Balak…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301592421638144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nazeer_RTL",5,TRUE,FALSE,NA,NA
"63","RT @ANI: Subramanian Swamy on reported air strikes by IAF in Balakot, Chakothi &amp; Muzaffarabad terror launch pads across LoC: Actually it wa…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301592245366785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prashanthfx",952,TRUE,FALSE,NA,NA
"64","RT @rameshlaus: #SurgicalStrike2 lasted for 21 minutes..

#Balakot Attack - Between 3:45 AM to 3:53 AM..

#Muzaffarabad Attack - Between 3:…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301591847075840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rishu_108",1460,TRUE,FALSE,NA,NA
"65","RT @chai_news: Bollywood Celebs Reaction On India Air Strike On PoK After Pulwama Attack
#Surgicalstrike2 #BollywoodReaction #IndianAirForc…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301591469608960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bh25339932",1,TRUE,FALSE,NA,NA
"66","RT @TrueIndology: There is no Balakot in Pakistan occupied Muzaffarabad.That is on the Indian side of the border.

Unless he foolish enough…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301590945193989",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Konkani3103",327,TRUE,FALSE,NA,NA
"67","RT @Iam_AjithVickyT: How's the josh?
_ High sir
How's the jaish?
_ dead sir
<U+0001F4AA><U+0001F4AA><U+0001F4AA><U+0001F4AA><U+0001F4AA>
<U+0001F1EE><U+0001F1F3>Jay hind<U+0001F1EE><U+0001F1F3> 
#Surgicalstrike2 
#Balakot 
#IndianAirForce…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301590756376576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","viswasamkrishna",58,TRUE,FALSE,NA,NA
"68","RT @DrGPradhan: .@RahulGandhi remember one thing. If u mess with @narendramodi your cost &amp; damages would be very high

U want to scale down…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301590026641408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bajajviresh",191,TRUE,FALSE,NA,NA
"69","RT @AbbasAhmad5: This is over Jaba, in between Mansehra and Balakot. https://t.co/SAlT8W7uvb",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301589699575808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rkumars99",1,TRUE,FALSE,NA,NA
"70","RT @appcsocialmedia: JUST IN: Foreign Minister Shah Mehmood Qureshi warns India not to challenge Pakistan

#APPNews #PakistanArmy #Pakistan…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301589460500480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iMoazzamSpeaks",5,TRUE,FALSE,NA,NA
"71","RT @AditiAnarayanan: Timeline break up in Pak and PoK:

Balakot
24 KM NW of Muzaffarabad : 3:45-3:53 am

Hit locations-Joint training camps…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301589330440193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrasantaBasa",10,TRUE,FALSE,NA,NA
"72","RT @timesofindia: Full statement by Foreign Secretary

LIVE: https://t.co/ZjboEeAB1D 

#IndiaStrikesBack #IndianAirForce #Balakot https://t…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301589288505345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDashd",129,TRUE,FALSE,NA,NA
"73","RT @DrAMSinghvi: Balakot which is quite far out into the LOC is a deep strike and purportedly where Hafeez Saeed gives a lot of his address…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301589200306177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","adeshct",866,TRUE,FALSE,NA,NA
"74","RT @timesofindia: #SurgicalStrike2: #IAF crosses LoC for the first time since 1971 war 

READ: https://t.co/cJ7PSpYfwx

#IndianAirForce #In…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301589082824704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ah_____satan",524,TRUE,FALSE,NA,NA
"75","RT @mosharrafzaidi: The debate about which Balakot the DG ISPR mentions in his tweet needs to be resolved by him, through a clarification.…",FALSE,0,NA,2019-02-26 07:48:36,FALSE,NA,"1100301588839706624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Javed_Alee",274,TRUE,FALSE,NA,NA
"76","RT @suhasinih: Sources confirm that the biggest JeM training camp that India struck today was the one in Balakot, Khyber Pakhtunkhwa.",FALSE,0,NA,2019-02-26 07:48:35,FALSE,NA,"1100301588596322304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WorldwithoutRW",252,TRUE,FALSE,NA,NA
"77","RT @Mohtermalaila: India Dropped 1000KG  Tomatoes  on Mountain during so called #Surgicalstrike2 in Balakot. 10 trees have been martyred .<U+0001F602>…",FALSE,0,NA,2019-02-26 07:48:35,FALSE,NA,"1100301587849904128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","theycalluskafir",15,TRUE,FALSE,NA,NA
