"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3179","RT @TawabGhorzang1: Many thanks to @IAF_MCC for hitting terror outfits in Balakot of Mansehra, PAK. The area has been known to have the so-…",FALSE,0,NA,2019-02-26 07:43:29,FALSE,NA,"1100300301393784832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nkumar_",1461,TRUE,FALSE,NA,NA
"3180","RT @CNBCTV18News: Foreign Secretary, Vijay Gokhale says on Feb 14, a suicide terror attack was carried out by JeM in J&amp;K. JeM responsible f…",FALSE,0,NA,2019-02-26 07:43:29,FALSE,NA,"1100300301364473856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapAbhijeet3",153,TRUE,FALSE,NA,NA
"3181","RT @vogul1960: What a claim: 12 fighter aircraft, dropped a mere 1000 kg bombs, and before heading   back from #Balakot they also counted 3…",FALSE,0,NA,2019-02-26 07:43:28,FALSE,NA,"1100300300542332929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alianwarisb",1938,TRUE,FALSE,NA,NA
"3182","RT @RVCJ_FB: New Avatar!
#Surgicalstrike2 #IndianAirForce #IndiaStrikesBack #Balakot #airstrike https://t.co/dW45iXtC5z",FALSE,0,NA,2019-02-26 07:43:28,FALSE,NA,"1100300299850272768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DRREDDY1975",226,TRUE,FALSE,NA,NA
"3183","RT @ANI: Vijay Gokhale: In an intelligence lead operation in the early hours today, India struck the biggest training camp of Jaish-e-Moham…",FALSE,0,NA,2019-02-26 07:43:28,FALSE,NA,"1100300299347132417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Theyu008",1872,TRUE,FALSE,NA,NA
"3184","@MsKajalAggarwal 44 killed in #PulwanaAttack &amp; in revenge #IAF destroyed our 8 Trees in #Balakot .

Still we Are 36 ahead <U+0001F92A><U+0001F601>",FALSE,0,"MsKajalAggarwal",2019-02-26 07:43:28,FALSE,"1100291179059412992","1100300298151776257","727050288310296576","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zainulabdnzain",0,FALSE,FALSE,NA,NA
"3185","After seeing the news of #Surgicalstrike2 in #Balakot : https://t.co/PySiu568eC",FALSE,4,NA,2019-02-26 07:43:28,FALSE,NA,"1100300297707180033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ARCtist_",4,FALSE,FALSE,NA,NA
"3186","RT @narendramodi177: #SurgicalStrike2 lasted for 21 minutes

#Balakot Attack - Between 3:45 AM to 3:53 AM

Muzaffarabad Attack - Between 3:…",FALSE,0,NA,2019-02-26 07:43:28,FALSE,NA,"1100300296918425600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RGMohanKumar",876,TRUE,FALSE,NA,NA
"3187","RT @indiaforums: The josh is clearly high right now.
 So proud of the Indian Airforce for executing the plan with such precision. We salute…",FALSE,0,NA,2019-02-26 07:43:28,FALSE,NA,"1100300296821960705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myselfrahul99",123,TRUE,FALSE,NA,NA
"3188","We salute the @IAF_MCC for successfully accomplishing air strike to take the revenge of #PulwamaAttack… https://t.co/xOGFPByZwf",FALSE,0,NA,2019-02-26 07:43:27,TRUE,NA,"1100300296566333440",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Utazzo",0,FALSE,FALSE,NA,NA
"3189","RT @BDUTT: Narendra Modi has drawn a brand new red line.. Govt officials confirm that #JaisheMohammad camp hit in #Balakot was inside KPK i…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300296469786624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IcwaiV",397,TRUE,FALSE,NA,NA
"3190","RT @MalikAshok: If I'm not mistaken, Balakot (in NWFP/KPK) was the location of the Sikh army's rout of the Barelvi militia in the early 19t…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300296146698240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ipratikshukla",51,TRUE,FALSE,NA,NA
"3191","#Balakot

I'm at least expecting dead bodies to control my emotions of pulwama",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300295786004481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","USException",0,FALSE,FALSE,NA,NA
"3192","RT @swapan55: #Balakot. This is the New India. We are with you @narendramodi",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300295676911616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laxman0509871",1752,TRUE,FALSE,NA,NA
"3193","RT @DevelopmentPk: #Balakot

Indians are using this video of PAF Aircrafts releasing Flares to celebrate Independence day a 4 year old vide…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300295618334720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashalrathore",125,TRUE,FALSE,NA,NA
"3194","RT @the_hindu: Yusuf Azhar alias Mohammad Salim was one of the men who hijacked the Indian Airline flight IC 814 to Kandahar in 1999. The J…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300295530336256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bspandher3",143,TRUE,FALSE,NA,NA
"3195","RT @FriedKebab: Good morning. so super power India crossed 3 KM into LOC killed 300 Jaish-e-Mohammed members though India itself claims tha…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300295345557505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","true__pakistani",157,TRUE,FALSE,NA,NA
"3196","RT @DrGPradhan: .@RahulGandhi remember one thing. If u mess with @narendramodi your cost &amp; damages would be very high

U want to scale down…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300293521137665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arpmeh",194,TRUE,FALSE,NA,NA
"3197","RT @dhaval8456: Pic : Pakistan “sleep tight, PAF is awake”
Pic 2 : #IAF challenge accepted.<U+0001F602> #Balakot https://t.co/ClBehB5p9y",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300293483327488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NikhilBJYM",68,TRUE,FALSE,NA,NA
"3198","RT @SirJadeja: Pakistan's stupid claim that #IndianAirForce fighter jets entered &amp; dropped payload but there's no casualty reminds me of th…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300293407858689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mailsunilsharma",2309,TRUE,FALSE,NA,NA
"3199","RT @TalatHussain12: Reports suggest Indian intruders used the narrow corridor of the Neelam Valley, crossed Athmuqam, dropped payload in or…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300293395353600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chnoumannaveed6",356,TRUE,FALSE,NA,NA
"3200","@ajaydevgn @narendramodi What a claim: 12 fighter aircraft, dropped a mere 1000 kg bombs, and before heading   back… https://t.co/R4bKlvjusq",FALSE,0,"ajaydevgn",2019-02-26 07:43:27,TRUE,"1100251964472999936","1100300293357617152","65659343","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beingIKtiger",0,FALSE,FALSE,NA,NA
"3201","RT @MalikAshok: If I'm not mistaken, Balakot (in NWFP/KPK) was the location of the Sikh army's rout of the Barelvi militia in the early 19t…",FALSE,0,NA,2019-02-26 07:43:27,FALSE,NA,"1100300292623556608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GutsyIndian",51,TRUE,FALSE,NA,NA
"3202","RT @HamidMirPAK: Indian Foreign Secretary never clarified which Balakot was attacked?In KPK or AJK?He never took any questions from media a…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300292468428800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asshk911",367,TRUE,FALSE,NA,NA
"3203","RT @SirJadeja: If any moron dares to demand proof this time, #IndianAirForce should carry them on Mirage 2000 and drop them across the bord…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300292401184775",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_faceless_men",2116,TRUE,FALSE,NA,NA
"3204","RT @azim_nishat: Balakot is KPK, not AJK. We should have knocked them out. What happened? Why werent they shotdown. Serious Concern<U+2757>
#Pakis…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300291528900608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mama_ki_jan1",7,TRUE,FALSE,NA,NA
"3205","RT @timesofindia: Indian Army sources say #Balakot, Chakoti, Muzaffarabad pads destroyed. Alpha-3 control rooms of Jaish destroyed. 

#Indi…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300291084144640",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AgingARMY63",1233,TRUE,FALSE,NA,NA
"3206","RT @rameshlaus: #SurgicalStrike2 lasted for 21 minutes..

#Balakot Attack - Between 3:45 AM to 3:53 AM..

#Muzaffarabad Attack - Between 3:…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300290807361537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","U_ANOOP1",1463,TRUE,FALSE,NA,NA
"3207","RT @ReallySwara: Statement by Foreign Secretary on 26 February 2019 on the Strike on JeM training camp at Balakot https://t.co/DPqOrnN7Ze",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300290769674240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khanhuzaif07",49,TRUE,FALSE,NA,NA
"3208","RT @ZesHPirzadA: Eyewitness of #Balakot strike #India #Pakistan https://t.co/iEaAqqjW6N",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300290572484608",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Satyapriyan",15,TRUE,FALSE,NA,NA
"3209","RT @HamidMirPAK: Indian Foreign Secretary never clarified which Balakot was attacked?In KPK or AJK?He never took any questions from media a…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300290014801922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bilalah50019101",367,TRUE,FALSE,NA,NA
"3210","RT @DrGPradhan: Guys i told you to start preparing for a SEQUEL of URI

The Sequel's name is ""#Balakot"", The air surgical Strike https://t.…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300289599508485",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","purpleblood316",101,TRUE,FALSE,NA,NA
"3211","RT @swapan55: #Balakot. This is the New India. We are with you @narendramodi",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300289331130369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","niceneesh",1752,TRUE,FALSE,NA,NA
"3212","RT @OfficialDGISPR: Indian aircrafts intruded from Muzafarabad sector. Facing timely and effective response from Pakistan Air Force release…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300288727093249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","waseemhaider24",8560,TRUE,FALSE,NA,NA
"3213","@HamidMirPAK The fact that @IAF_MCC aircraft managed to cross undetected for 50 miles in Pakistani air space and hi… https://t.co/LLZa77j7eb",FALSE,3,"HamidMirPAK",2019-02-26 07:43:26,TRUE,"1100299706264182784","1100300288538435584","213539531","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","murarimishra55",0,FALSE,FALSE,NA,NA
"3214","RT @firstpost: NSA Ajit Doval with Indian Army Chief Bipin Rawat and IAF Chief BS Dhanoa is reviewing security situation on the borders aft…",FALSE,0,NA,2019-02-26 07:43:26,FALSE,NA,"1100300288529915904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","abhijeetysr",26,TRUE,FALSE,NA,NA
"3215","RT @mazdaki: Because @ImranKhanPTI said: give peace a chance?!
#Balakot #Pulwama https://t.co/ugH7NKmKxH",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300288387416066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Habibjanview",95,TRUE,FALSE,NA,NA
"3216","RT @Amberological: This is not #surgicalstrike2.
#Balakot is in Khyber Pakhtunkhwa, just 60 km from Abbottabad, where Osama bin Laden was k…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300288341262336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raghuj08",203,TRUE,FALSE,NA,NA
"3217","RT @shubham04_: I'm from Balakot , Pakistan . It was early morning , a huge burst and sounds of bombing happened . When I went out air craf…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300287892369408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beingGaurav6",26,TRUE,FALSE,NA,NA
"3218","RT @ANI: Lt Gen DS Hooda (Retired), the Northern Army Commander during the 'Surgical Strike' in 2016: My compliment goes to the government…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300287732940802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","binladened",625,TRUE,FALSE,NA,NA
"3219","RT @ANI: Vijay Gokhale: In an intelligence lead operation in the early hours today, India struck the biggest training camp of Jaish-e-Moham…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300287540162561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImAjayChopra",1872,TRUE,FALSE,NA,NA
"3220","RT @kallgorr: After Indian Air Force conducted air strikes in #Balakot, Pakistan : 

How's the Jaish? 

Dead Sir. https://t.co/LX1PQdepD0",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300286298472448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vijaykumar90844",62,TRUE,FALSE,NA,NA
"3221","RT @BBCSanjoyM: #IndianAirForce sources tell BBC that Mirage fighters took off from Ambala air base and without crossing the international…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300285300232192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Narayan16237610",672,TRUE,FALSE,NA,NA
"3222","RT @ANI: Subramanian Swamy on reported air strikes by IAF in Balakot, Chakothi &amp; Muzaffarabad terror launch pads across LoC: Actually it wa…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300285115858944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jasbir48232715",954,TRUE,FALSE,NA,NA
"3223","RT @sagarikaghose: India carried out a non military pre-emptive strikes on Jaish camp at Balakot, several casualties of suicide bombers and…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300284884996096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sudeshsudhi",87,TRUE,FALSE,NA,NA
"3224","RT @HARSHITHA183: Oh Yes!!!!
Put your doubts to rest....
It's official Now!!!!

Mirage 2000 Jets struck a major terror camp of the JeM viol…",FALSE,0,NA,2019-02-26 07:43:25,FALSE,NA,"1100300284608208896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vikrant_pitale",29,TRUE,FALSE,NA,NA
"3225","RT @AdityaRajKaul: No doubts about it. Balakot is in Mansehra District in the Khyber-Pakhtunkhwa province of Pakistan. Deep inside Pakistan…",FALSE,0,NA,2019-02-26 07:43:24,FALSE,NA,"1100300284188737536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Pragnik",861,TRUE,FALSE,NA,NA
"3226","RT @DrGPradhan: Guys i told you to start preparing for a SEQUEL of URI

The Sequel's name is ""#Balakot"", The air surgical Strike https://t.…",FALSE,0,NA,2019-02-26 07:43:24,FALSE,NA,"1100300283605729280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mohit24x7",101,TRUE,FALSE,NA,NA
"3227","RT @DrGPradhan: .@RahulGandhi remember one thing. If u mess with @narendramodi your cost &amp; damages would be very high

U want to scale down…",FALSE,0,NA,2019-02-26 07:43:24,FALSE,NA,"1100300283047960576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bittu_Pal1981",194,TRUE,FALSE,NA,NA
"3228","@virendersehwag IAF destroyd 12 trees in Balakot by droping external fuel tanks &amp; ran abruptly as PAF pilots reache… https://t.co/NMzkg9KRK2",FALSE,1,"virendersehwag",2019-02-26 07:43:24,TRUE,"1100254915010666496","1100300282506956801","92724677","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kamimazhar",0,FALSE,FALSE,NA,NA
"3229","RT @RadioPakistan: #FM in a policy statement says #Pakistan has right to response #Indian violation https://t.co/DUsRnJY8Uj
@ForeignOfficeP…",FALSE,0,NA,2019-02-26 07:43:24,FALSE,NA,"1100300282121068544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Muhammad0k",3,TRUE,FALSE,NA,NA
"3230","@AbidKhawar @suhasinih Let’s for a moment agree in theory that there was no damage, but the fact that our jets came… https://t.co/Hdjvs4QF2K",FALSE,0,"AbidKhawar",2019-02-26 07:43:24,TRUE,"1100290650900258816","1100300281571610624","566316545","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jontyr007",0,FALSE,FALSE,NA,NA
"3231","RT @CRPaatil: IAF Sources: 12 Mirage 2000 jets took part in the operation that dropped 1000 Kg bombs on terror camps across LOC, completely…",FALSE,0,NA,2019-02-26 07:43:24,FALSE,NA,"1100300280267186176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ModiFansClub",26,TRUE,FALSE,NA,NA
"3232","RT @Hussnainali1725: Pic1:  200Kg bomb
Pic2: 1000kg Bomb 
feel the difference  
#Balakot #PakistanZindabad  <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F600>
#Balakot https://t.co/Ps2…",FALSE,0,NA,2019-02-26 07:43:24,FALSE,NA,"1100300280124657664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","umerhus48613333",10,TRUE,FALSE,NA,NA
"3233","RT @UnSubtleDesi: Don’t call this a surgical strike. Pakistan itself claims that we reached Balakot. That’s in Khyber-Pakhtunkhwa, deep ins…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300279881166848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dom_Francon",1972,TRUE,FALSE,NA,NA
"3234","@imHuMmY @asmashirazi yes you are right. its balakot sector not balakot city of kpk.",FALSE,1,"imHuMmY",2019-02-26 07:43:23,FALSE,"1100278951556141057","1100300279000588288","4762873113","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laghari_jameel",0,FALSE,FALSE,NA,NA
"3235","RT @DrGPradhan: Guys i told you to start preparing for a SEQUEL of URI

The Sequel's name is ""#Balakot"", The air surgical Strike https://t.…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300278929051648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErNishikesh",101,TRUE,FALSE,NA,NA
"3236","RT @RadioPakistan: #ForeignMinister @SMQureshiPTI in policy statement says India has violated #LoC, committed aggression against #Pakistan…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300278161522688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","veermahecha",11,TRUE,FALSE,NA,NA
"3237","RT @narendramodi177: Modiji Had Already Warned That Terrorists Have Committed The Biggest Mistake Of Their Life. They Will Get The Due And…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300278086189056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kamaljioffl",160,TRUE,FALSE,NA,NA
"3238","RT @satkabir_: India destroys terror camps inside pakistan. Terrorism must be eradicated from the world. And everyone should help in this n…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300277868052480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ranaram02206352",40,TRUE,FALSE,NA,NA
"3239","RT @Haqeeqat_TV: India has conducted a violation of the Line of Control and Pakistan  reserves the right to an appropriate response: Foreig…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300277339566081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrAamir49576989",12,TRUE,FALSE,NA,NA
"3240","RT @Imran43728498: NSA Ajit Doval along with Indian Army Chief Bipin Rawat and IAF Chief BS Dhanoa is reviewing the security situation on t…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300277054230529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mukirush",2,TRUE,FALSE,NA,NA
"3241","RT @FarhanKVirk: This is the truth of false propaganda Indian media kept spreading. 
8 conifers, 10 oxygen molecules and 20 earthworms suff…",FALSE,0,NA,2019-02-26 07:43:23,FALSE,NA,"1100300276156768256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SheikhMaied",32,TRUE,FALSE,NA,NA
"3242","RT @DrGPradhan: .@RahulGandhi remember one thing. If u mess with @narendramodi your cost &amp; damages would be very high

U want to scale down…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300275615592449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NaMo_Phani",194,TRUE,FALSE,NA,NA
"3243","RT @UnSubtleDesi: Don’t call this a surgical strike. Pakistan itself claims that we reached Balakot. That’s in Khyber-Pakhtunkhwa, deep ins…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300274688770049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chimanya",1972,TRUE,FALSE,NA,NA
"3244","RT @TawabGhorzang1: Many thanks to @IAF_MCC for hitting terror outfits in Balakot of Mansehra, PAK. The area has been known to have the so-…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300273971474435",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AKSHAYJ07930138",1461,TRUE,FALSE,NA,NA
"3245","RT @Atheist_Rai1: Pakistan says they were prepared for land attack but air strikes came out of syllabus. <U+0001F602><U+0001F602>
#ModiOnceMore 
#IndianAirForce…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300273707352064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","awarastic",7,TRUE,FALSE,NA,NA
"3246","RT @gauravcsawant: Hit hard, strike deep, cripple the terror infrastructure. India has sent out a very strong signal. Pls don’t stop at one…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300273631793154",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhijitnb",268,TRUE,FALSE,NA,NA
"3247","RT @maya206: The #JeM terrorist who ran the training camp in #Balakot was one of the hijackers of IC814 in Dec 1999, that ended with Masood…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300273468272640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Crickettweets79",67,TRUE,FALSE,NA,NA
"3248","RT @news18dotcom: #IndiaStrikesBack: ""Large number of JeM terrorists, trainers, senior commanders were eliminated in largest JeM camp in Ba…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300273447329792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OppressedHindu",13,TRUE,FALSE,NA,NA
"3249","How Pakistan Airforce  went back.
#Surgicalstrike2 #IndianAirForce #IndiaStrikesBack #Balakot #airstrike  High Sir https://t.co/H8FeyIOpA4",FALSE,1,NA,2019-02-26 07:43:22,FALSE,NA,"1100300273422135296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rajee_vran",0,FALSE,FALSE,NA,NA
"3250","RT @abpnewstv: .@MamataOfficial hails 'amazing' Indian Air Force
#IndianAirForce #Balakot

https://t.co/ORcL19tqKj",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300272734105600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rishimi57705596",15,TRUE,FALSE,NA,NA
"3251","RT @ImRealKartik: what a strike @narendramodi @IAF_MCC <U+0001F602><U+0001F602><U+0001F602>

#Balakot #IndiaStrikesBack #IndianAirforce #PulwamaRevenge 
#HowsTheJaish https…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300272683741184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amolrtale",1,TRUE,FALSE,NA,NA
"3252","RT @mosharrafzaidi: Just to be clear: #Balakot is not in Azad Kashmir. 

If Indian Air Force planes dropped payload in Balakot, they crosse…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300272482557953",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","graminsahara",6346,TRUE,FALSE,NA,NA
"3253","RT @ZeeNews: #JoshIsHigh: India struck biggest JeM training camp in Balakot, large number of terrorists eliminated, says Foreign Secretary…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300272176222208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jatin82593308",219,TRUE,FALSE,NA,NA
"3254","RT @ReutersIndia: India air strike in Pakistan territory killed 300 militants: government source https://t.co/K3a475Dxfb #airstrike #Balako…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300272155295744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Praveenm__",59,TRUE,FALSE,NA,NA
"3255","RT @DevelopmentPk: #Balakot

Let me show you the difference between 200 Kg Suicide Bomb vs 1000 Kg Bomb dropped by Indian Jets during so ca…",FALSE,0,NA,2019-02-26 07:43:22,FALSE,NA,"1100300272126042112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MazharKharal",123,TRUE,FALSE,NA,NA
"3256","RT @bhuvikal: Indians bursting #crackers throughout #India as #indianairforce &amp; #IndiaStrikesBack on #Pakistan #TerrorCamps #Balakot pakist…",FALSE,0,NA,2019-02-26 07:43:21,FALSE,NA,"1100300271610150913",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sarcnaut",2,TRUE,FALSE,NA,NA
